g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3	
0 0	0 1	1 2	4 7	4 6	7 10	3 4	0 0	3 4	0 1	0	13 20	12	37	52	3	34	6360	9	2	2	4 6	0 1	4 6	1 2	1 2	148949 223424	
2 3	2 3	0 0	0 1	8 12	7 10	0 0	0 1	5 8	1 2	1	14 21	0	8	23	2	37	1256	11	1	4	1 2	2 3	0 1	3 4	2 3	163364 245046	
3 4	0 0	1 2	5 8	4 6	6 9	3 4	0 0	4 7	0 1	0	11 16	14	22	56	2	2	5624	4	4	4	4 6	0 1	3 4	0 1	1 2	119356 179034	
1 2	0 1	0 0	1 2	7 10	4 7	2 3	2 3	6 9	1 2	0	9 14	50	100	188	10	48	19429	18	1	1	2 3	3 4	1 2	1 2	1 2	96187 144280	
1 2	1 2	3 4	3 4	4 6	7 10	1 2	0 1	1 2	4 6	0	8 12	18	37	61	3	2	7103	18	1	3	0 1	0 1	1 2	2 3	1 2	100240 150361	
1 2	1 2	3 4	4 7	2 3	8 12	0 1	0 1	1 2	0 1	0	9 14	3	4	10	1	12	828	17	5	5	0 1	0 1	4 6	2 3	1 2	100136 150205	
0 1	2 3	1 2	5 8	3 4	0 1	3 4	2 3	3 4	3 4	1	17 26	34	68	129	5	33	11790	12	1	3	1 2	3 4	0 1	2 3	3 4	278093 417140	
0 0	2 3	1 2	7 10	6 9	2 3	2 3	2 3	0 1	2 3	0	5 8	0	3	18	1	18	1549	3	3	5	4 6	1 2	1 2	1 2	0 1	80000 120000	
1 2	2 3	3 4	4 6	5 8	5 8	0 1	0 0	0 1	4 6	1	24 36	26	51	119	6	16	10999	8	4	2	3 4	4 6	1 2	4 6	4 6	320000 480000	
0 1	3 4	0 1	4 7	1 2	2 3	3 4	3 4	5 8	0 1	0	6 9	47	86	171	9	36	18816	0	1	1	4 6	4 6	3 4	2 3	0 1	80000 120000	
0 0	3 4	0 1	0 1	1 2	4 6	4 6	0 1	5 8	0 1	0	6 9	24	34	93	4	28	8687	13	1	1	4 6	0 1	1 2	2 3	0 1	80000 120000	
3 4	2 3	1 2	5 8	4 7	0 1	1 2	2 3	6 9	2 3	0	4 7	24	48	62	5	38	7800	10	1	4	0 1	1 2	4 6	1 2	0 1	80000 120000	
2 3	3 4	0 0	2 3	2 3	3 4	0 1	1 2	3 4	0 1	0	8 13	27	41	94	5	3	9223	17	4	3	2 3	2 3	4 6	0 1	1 2	135196 202794	
3 4	0 1	2 3	4 7	4 6	0 1	4 6	3 4	2 3	0 1	0	2 3	50	100	200	10	30	19501	10	2	1	3 4	3 4	4 6	2 3	0 1	93837 140756	
0 1	2 3	0 1	4 7	4 7	0 1	1 2	0 0	4 7	0 1	1	14 21	21	47	79	5	1	7495	12	4	2	0 1	1 2	3 4	1 2	2 3	161246 241869	
3 4	2 3	2 3	2 3	8 12	1 2	1 2	0 1	3 4	3 4	1	16 24	24	40	68	4	39	8013	12	1	4	1 2	0 1	4 6	4 6	2 3	206054 309081	
3 4	0 0	1 2	6 9	7 10	5 8	0 0	2 3	4 6	3 4	1	20 30	49	100	196	9	19	19090	1	3	3	2 3	2 3	1 2	0 1	3 4	270765 406148	
0 0	0 1	0 1	6 9	6 9	5 8	2 3	0 0	1 2	4 6	1	22 33	39	77	142	8	44	14905	11	5	5	1 2	4 6	3 4	2 3	4 6	320000 480000	
3 4	0 1	3 4	4 7	3 4	3 4	4 6	0 1	5 8	1 2	1	16 25	2	18	12	2	40	1874	10	4	4	1 2	0 1	1 2	0 1	3 4	253212 379819	
0 1	2 3	1 2	7 10	7 10	4 7	3 4	2 3	5 8	3 4	0	9 14	3	2	10	0	45	1269	18	3	1	3 4	3 4	1 2	1 2	1 2	121133 181700	
0 1	0 0	1 2	5 8	5 8	4 6	4 6	0 1	3 4	2 3	0	10 15	30	78	147	7	26	13678	14	2	2	2 3	3 4	0 1	3 4	1 2	111900 167851	
3 4	0 0	2 3	1 2	6 9	0 1	1 2	1 2	3 4	1 2	1	14 21	45	86	178	9	24	18165	17	4	5	1 2	4 6	3 4	2 3	2 3	211913 317870	
2 3	0 0	0 0	8 12	2 3	6 9	2 3	1 2	4 7	3 4	1	23 34	0	9	33	2	25	1311	17	5	4	0 1	1 2	1 2	2 3	3 4	232868 349302	
0 0	3 4	1 2	4 7	2 3	5 8	2 3	3 4	1 2	1 2	1	20 31	27	56	123	7	35	12558	4	1	2	4 6	4 6	4 6	4 6	4 6	320000 480000	
1 2	1 2	0 1	2 3	3 4	2 3	0 1	1 2	4 7	0 1	1	18 27	50	90	196	9	2	19335	14	1	3	4 6	4 6	0 1	0 1	2 3	192988 289482	
0 0	1 2	3 4	4 6	6 9	2 3	2 3	2 3	4 7	4 6	1	23 34	26	67	98	5	18	11619	1	1	1	4 6	3 4	2 3	0 1	4 6	307307 460960	
2 3	0 1	3 4	4 7	6 9	4 7	3 4	2 3	2 3	2 3	1	19 28	0	5	16	1	4	1816	2	3	4	2 3	4 6	4 6	2 3	3 4	242420 363631	
2 3	2 3	0 1	7 10	5 8	3 4	1 2	1 2	4 7	3 4	1	14 21	50	100	195	9	36	19595	15	2	4	3 4	4 6	0 1	1 2	2 3	166260 249391	
3 4	0 0	2 3	3 4	6 9	4 7	3 4	0 1	1 2	4 6	1	23 34	20	32	63	4	49	8307	14	4	4	3 4	4 6	0 1	2 3	4 6	305601 458402	
1 2	3 4	2 3	2 3	8 12	1 2	0 0	3 4	2 3	3 4	0	8 13	50	95	196	8	1	18088	14	4	2	1 2	0 1	1 2	4 6	1 2	141132 211698	
0 0	1 2	3 4	0 1	3 4	6 9	0 1	1 2	3 4	4 6	1	14 21	24	57	103	5	15	11038	16	1	2	4 6	2 3	1 2	2 3	2 3	169313 253970	
0 1	0 1	0 0	3 4	8 12	4 7	2 3	0 0	4 6	1 2	0	8 13	39	79	148	7	21	15677	17	5	2	1 2	1 2	1 2	0 1	1 2	158546 237819	
1 2	2 3	2 3	8 12	4 6	7 10	1 2	3 4	1 2	2 3	1	23 34	19	28	55	3	40	5691	16	2	5	0 1	2 3	1 2	3 4	4 6	320000 480000	
0 1	2 3	0 1	5 8	1 2	7 10	4 6	0 0	4 7	1 2	0	7 10	41	78	162	7	18	15472	17	1	2	3 4	2 3	1 2	4 6	1 2	119065 178598	
3 4	3 4	3 4	0 1	1 2	0 1	0 0	3 4	4 6	0 1	0	12 18	48	100	190	10	39	19596	10	3	1	2 3	0 1	4 6	3 4	1 2	115342 173013	
2 3	0 0	0 1	1 2	3 4	0 1	0 1	0 1	0 1	2 3	1	21 32	44	83	148	8	45	15778	10	3	3	3 4	4 6	0 1	0 1	3 4	260615 390922	
3 4	0 0	0 0	0 1	5 8	7 10	0 1	2 3	1 2	4 6	1	16 25	7	23	65	2	11	4778	0	3	2	2 3	1 2	2 3	4 6	3 4	245726 368589	
0 1	2 3	3 4	5 8	1 2	4 6	3 4	0 1	4 6	2 3	0	3 4	11	38	39	3	29	5675	15	5	5	2 3	0 1	4 6	2 3	0 1	80000 120000	
1 2	2 3	1 2	0 1	4 7	4 7	4 6	3 4	6 9	4 6	0	9 14	41	83	174	8	46	15780	20	4	2	0 1	0 1	2 3	1 2	1 2	96384 144577	
2 3	0 1	1 2	5 8	4 6	5 8	3 4	0 0	0 1	0 1	1	12 18	4	2	10	0	30	1306	20	5	3	1 2	0 1	3 4	4 6	2 3	194102 291153	
0 0	3 4	0 1	1 2	4 7	7 10	2 3	3 4	4 6	2 3	1	10 15	8	11	35	2	42	3675	0	3	4	1 2	1 2	2 3	3 4	2 3	168544 252817	
2 3	3 4	0 1	7 10	2 3	5 8	0 0	0 0	3 4	0 1	0	0 1	50	100	200	10	19	19728	15	1	3	0 1	3 4	1 2	2 3	0 1	80000 120000	
0 1	3 4	0 1	2 3	4 6	8 12	0 0	3 4	1 2	2 3	0	8 12	21	35	73	3	47	7367	5	3	5	3 4	0 1	0 1	0 1	1 2	127349 191024	
1 2	2 3	1 2	3 4	5 8	3 4	1 2	2 3	2 3	2 3	0	5 8	24	61	103	5	47	10394	8	5	1	1 2	4 6	3 4	3 4	0 1	80000 120000	
1 2	0 0	3 4	4 7	1 2	4 7	2 3	0 0	4 6	3 4	1	14 21	42	78	167	7	33	15322	13	1	2	2 3	2 3	0 1	2 3	2 3	185506 278259	
1 2	1 2	0 0	4 6	7 10	0 1	4 6	0 0	4 6	2 3	0	6 9	23	40	70	5	13	8079	8	4	3	3 4	3 4	0 1	4 6	1 2	105101 157652	
1 2	3 4	0 0	7 10	2 3	5 8	0 1	3 4	1 2	0 1	1	13 20	0	2	19	0	34	304	1	5	2	0 1	4 6	3 4	0 1	2 3	220108 330163	
1 2	1 2	0 0	7 10	3 4	0 1	0 0	0 1	2 3	3 4	0	12 19	5	22	48	2	46	3762	7	5	5	2 3	4 6	1 2	0 1	1 2	132437 198656	
2 3	0 0	0 1	3 4	1 2	1 2	0 0	3 4	0 1	0 1	0	13 20	45	100	192	10	26	19488	19	1	1	0 1	3 4	4 6	4 6	1 2	155947 233920	
2 3	3 4	0 0	5 8	7 10	8 12	2 3	0 1	5 8	2 3	1	17 26	6	13	14	0	9	2852	2	2	5	4 6	2 3	4 6	0 1	2 3	167444 251167	
0 0	1 2	0 1	1 2	2 3	7 10	4 6	0 0	4 7	1 2	0	8 12	13	32	52	3	46	5319	5	1	5	4 6	0 1	0 1	1 2	0 1	80000 120000	
0 1	2 3	1 2	8 12	6 9	4 6	1 2	0 1	2 3	4 6	0	7 10	39	69	148	7	15	14935	13	1	1	1 2	1 2	2 3	2 3	0 1	80000 120000	
2 3	3 4	0 0	8 12	6 9	4 6	3 4	1 2	3 4	1 2	1	10 15	3	2	10	1	11	582	4	2	3	2 3	2 3	3 4	3 4	2 3	186556 279834	
1 2	0 1	0 1	1 2	1 2	1 2	4 6	0 0	0 1	1 2	1	20 30	44	96	172	10	35	18139	2	5	5	4 6	4 6	1 2	1 2	3 4	253748 380622	
3 4	0 1	0 0	7 10	2 3	7 10	2 3	2 3	3 4	0 1	0	8 13	5	3	10	1	42	358	18	3	4	4 6	4 6	2 3	3 4	1 2	150334 225501	
2 3	3 4	3 4	4 7	2 3	8 12	0 1	2 3	2 3	1 2	0	4 6	6	5	20	0	48	1786	18	2	4	0 1	0 1	3 4	4 6	0 1	80000 120000	
1 2	1 2	2 3	3 4	4 7	2 3	4 6	1 2	0 1	2 3	0	11 16	44	94	173	10	32	18188	17	5	5	2 3	4 6	0 1	3 4	1 2	114107 171160	
1 2	2 3	0 1	0 1	4 6	8 12	0 0	0 0	1 2	1 2	0	4 7	17	26	61	3	4	6705	7	5	5	2 3	0 1	4 6	2 3	0 1	85728 128592	
3 4	3 4	3 4	0 1	1 2	0 1	4 6	0 1	0 1	4 6	1	20 30	22	50	110	5	21	9413	17	5	2	0 1	2 3	2 3	3 4	4 6	300371 450556	
0 1	3 4	1 2	2 3	2 3	1 2	2 3	1 2	0 1	0 1	0	9 14	46	90	185	10	23	19810	18	4	5	2 3	2 3	0 1	0 1	1 2	133683 200524	
0 1	0 0	0 1	4 6	3 4	7 10	1 2	2 3	1 2	2 3	0	5 8	33	76	138	8	16	14188	3	1	5	4 6	3 4	4 6	0 1	1 2	144356 216534	
1 2	2 3	2 3	4 7	3 4	1 2	2 3	3 4	6 9	3 4	0	9 14	5	18	38	1	28	3508	12	1	4	1 2	1 2	0 1	3 4	1 2	115951 173926	
0 0	0 0	1 2	3 4	7 10	3 4	0 1	1 2	0 1	1 2	0	2 3	41	90	200	9	25	18158	4	3	2	1 2	2 3	3 4	4 6	0 1	80000 120000	
3 4	0 0	2 3	2 3	5 8	3 4	0 0	0 1	2 3	0 1	0	6 9	42	78	151	8	22	15439	6	2	1	2 3	4 6	3 4	4 6	0 1	80000 120000	
2 3	2 3	0 1	8 12	3 4	4 7	0 0	0 1	3 4	4 6	0	6 9	13	28	60	2	25	5255	8	1	1	4 6	4 6	4 6	1 2	0 1	80000 120000	
1 2	2 3	1 2	6 9	8 12	0 1	3 4	0 1	3 4	0 1	0	1 2	15	23	36	3	37	4977	10	5	4	2 3	2 3	1 2	4 6	0 1	80000 120000	
1 2	0 1	3 4	7 10	2 3	8 12	0 1	3 4	2 3	3 4	1	18 27	11	31	47	2	8	5877	1	2	1	0 1	2 3	1 2	0 1	3 4	255316 382975	
0 0	3 4	0 1	3 4	3 4	7 10	2 3	0 0	0 1	1 2	0	10 15	44	93	200	9	1	19326	19	1	4	4 6	4 6	1 2	0 1	1 2	129814 194721	
0 1	3 4	0 1	2 3	4 7	6 9	4 6	0 0	3 4	3 4	0	0 1	7	24	42	3	47	3949	20	3	2	1 2	0 1	0 1	2 3	0 1	80000 120000	
2 3	2 3	0 1	0 1	6 9	5 8	3 4	1 2	4 7	3 4	0	8 12	12	31	44	2	49	5798	9	5	1	0 1	2 3	4 6	0 1	1 2	118466 177699	
2 3	2 3	3 4	3 4	3 4	2 3	2 3	0 0	3 4	2 3	1	20 30	10	26	31	2	47	4922	6	3	1	3 4	0 1	1 2	1 2	3 4	259950 389925	
0 0	2 3	3 4	3 4	4 7	1 2	1 2	1 2	6 9	4 6	0	1 2	0	2	10	1	25	608	9	3	3	4 6	4 6	0 1	4 6	0 1	80000 120000	
3 4	0 1	0 0	3 4	4 6	1 2	1 2	3 4	1 2	4 6	1	17 26	34	81	164	8	19	14771	10	2	5	2 3	1 2	0 1	3 4	2 3	210239 315358	
0 0	0 0	3 4	8 12	7 10	6 9	2 3	0 1	3 4	1 2	0	6 9	21	56	84	6	8	10197	0	2	3	1 2	3 4	3 4	2 3	1 2	120479 180718	
3 4	2 3	1 2	3 4	4 6	5 8	4 6	2 3	3 4	4 6	1	12 18	44	93	166	9	13	18142	4	2	5	1 2	3 4	1 2	2 3	2 3	183059 274588	
2 3	0 0	3 4	4 6	4 7	2 3	4 6	0 0	1 2	0 1	1	19 28	21	52	99	4	14	9285	13	4	3	1 2	4 6	4 6	3 4	3 4	232969 349454	
2 3	0 0	2 3	6 9	2 3	0 1	4 6	1 2	5 8	2 3	1	12 18	2	5	10	0	44	389	2	5	4	0 1	0 1	4 6	2 3	2 3	166852 250278	
0 1	2 3	0 1	0 1	6 9	1 2	2 3	0 1	4 7	0 1	1	17 26	43	92	165	8	9	18364	17	5	5	2 3	3 4	2 3	0 1	3 4	250845 376268	
0 1	0 0	0 0	2 3	7 10	4 6	0 1	2 3	3 4	4 6	0	5 8	31	53	125	6	22	10714	11	3	5	0 1	3 4	3 4	2 3	0 1	80000 120000	
0 1	0 1	2 3	1 2	7 10	3 4	0 0	0 1	3 4	3 4	0	11 16	23	50	101	5	41	10508	1	1	2	0 1	0 1	1 2	3 4	1 2	135676 203515	
1 2	1 2	0 1	4 6	8 12	8 12	2 3	3 4	5 8	1 2	0	5 8	43	80	170	9	16	16632	12	3	4	2 3	3 4	2 3	2 3	0 1	80000 120000	
3 4	3 4	1 2	4 7	4 6	6 9	0 0	0 1	4 6	3 4	0	4 6	24	41	118	6	36	10145	8	3	5	2 3	2 3	4 6	0 1	0 1	80000 120000	
0 1	0 0	3 4	3 4	6 9	1 2	3 4	2 3	1 2	4 6	1	11 16	16	41	63	2	41	6375	17	1	4	2 3	4 6	4 6	3 4	2 3	196420 294630	
1 2	0 1	0 0	5 8	7 10	4 7	2 3	1 2	6 9	4 6	1	17 26	24	47	97	4	44	8011	2	3	5	2 3	2 3	4 6	0 1	2 3	212826 319239	
1 2	2 3	1 2	6 9	7 10	1 2	3 4	1 2	2 3	0 1	1	17 26	11	18	51	1	48	3286	13	5	3	3 4	0 1	0 1	1 2	2 3	165309 247964	
2 3	3 4	0 1	3 4	3 4	4 6	3 4	3 4	0 1	4 6	1	18 27	3	8	10	0	14	400	20	1	3	1 2	2 3	2 3	1 2	3 4	226918 340377	
1 2	0 0	2 3	5 8	4 6	4 6	1 2	3 4	0 1	1 2	0	8 12	16	27	85	4	31	7056	2	2	1	1 2	0 1	1 2	3 4	1 2	104361 156542	
3 4	1 2	1 2	2 3	8 12	4 7	0 0	0 0	6 9	2 3	1	14 21	9	26	37	1	27	4189	19	1	4	2 3	3 4	3 4	3 4	2 3	220738 331107	
2 3	0 0	2 3	1 2	6 9	1 2	0 0	1 2	3 4	0 1	0	2 3	10	17	46	3	8	3603	14	4	1	0 1	1 2	0 1	2 3	0 1	80000 120000	
3 4	0 1	2 3	1 2	8 12	2 3	0 0	3 4	2 3	1 2	0	2 3	42	76	190	8	36	17043	13	2	4	0 1	4 6	1 2	2 3	0 1	80000 120000	
0 1	0 0	2 3	0 1	7 10	4 7	3 4	0 1	5 8	1 2	1	21 32	10	25	40	1	11	3738	1	4	4	0 1	0 1	2 3	1 2	3 4	267983 401974	
0 0	0 0	0 0	0 1	3 4	4 7	0 1	1 2	4 6	3 4	1	15 22	11	18	11	1	43	2523	2	4	3	2 3	1 2	0 1	4 6	2 3	173980 260971	
0 0	1 2	0 1	7 10	5 8	3 4	3 4	1 2	5 8	0 1	0	8 12	7	2	10	0	29	773	15	4	1	4 6	4 6	1 2	1 2	0 1	80000 120000	
3 4	1 2	0 0	4 6	4 7	8 12	2 3	2 3	3 4	4 6	1	15 22	5	2	10	1	3	897	3	5	1	2 3	1 2	3 4	3 4	2 3	173130 259695	
3 4	0 0	2 3	7 10	2 3	7 10	0 0	1 2	3 4	2 3	0	11 16	10	14	60	2	45	4351	14	5	2	0 1	0 1	1 2	3 4	1 2	148304 222457	
1 2	0 0	0 0	0 1	1 2	7 10	0 0	3 4	5 8	3 4	1	16 25	37	90	149	9	5	16424	20	3	3	2 3	3 4	0 1	0 1	2 3	167058 250587	
0 0	0 1	3 4	6 9	4 7	4 6	0 0	0 0	6 9	4 6	0	1 2	48	100	199	9	35	19527	19	3	2	0 1	3 4	1 2	3 4	0 1	81121 121682	
3 4	3 4	1 2	2 3	4 7	4 6	1 2	0 1	6 9	3 4	1	12 19	39	90	164	9	42	16310	13	3	4	1 2	4 6	3 4	2 3	2 3	215679 323518	
0 0	0 0	0 1	4 7	6 9	0 1	1 2	0 0	4 7	0 1	0	11 16	36	57	132	6	29	13209	8	5	2	0 1	3 4	0 1	1 2	1 2	138478 207717	
0 1	0 1	1 2	7 10	7 10	2 3	2 3	3 4	0 1	2 3	0	9 14	3	2	23	0	49	622	12	4	1	0 1	4 6	2 3	4 6	1 2	130253 195380	
2 3	0 0	3 4	2 3	3 4	8 12	4 6	0 0	4 6	1 2	0	12 19	10	24	47	1	47	4254	1	1	3	3 4	2 3	3 4	4 6	1 2	117844 176766	
3 4	1 2	2 3	4 7	3 4	4 7	2 3	1 2	2 3	4 6	1	12 19	16	41	50	4	44	6836	6	1	2	3 4	2 3	3 4	2 3	2 3	176389 264584	
0 1	0 1	3 4	7 10	4 7	6 9	3 4	0 1	2 3	0 1	0	3 4	19	40	78	3	26	6088	5	2	3	2 3	2 3	1 2	4 6	0 1	82896 124344	
3 4	1 2	3 4	2 3	5 8	6 9	0 1	0 1	6 9	1 2	0	8 13	36	66	114	7	19	12788	12	5	2	4 6	3 4	1 2	1 2	1 2	157258 235887	
3 4	0 0	0 0	4 6	5 8	0 1	0 1	0 0	5 8	3 4	1	11 16	4	2	10	2	48	1314	2	1	5	2 3	0 1	4 6	3 4	2 3	169274 253911	
0 1	0 0	1 2	5 8	4 7	0 1	0 0	0 1	2 3	2 3	0	4 6	14	36	42	3	45	5798	4	2	3	3 4	2 3	4 6	3 4	0 1	80000 120000	
0 0	0 0	0 0	1 2	4 7	2 3	0 0	0 0	5 8	3 4	0	6 9	27	53	92	5	9	9817	20	4	2	3 4	2 3	2 3	4 6	1 2	129088 193632	
2 3	1 2	0 1	0 1	2 3	2 3	0 0	0 1	2 3	2 3	0	3 4	10	20	68	2	6	5907	7	3	1	0 1	4 6	4 6	0 1	0 1	80000 120000	
1 2	2 3	3 4	4 7	8 12	3 4	1 2	1 2	3 4	4 6	0	4 7	24	49	99	4	24	8897	0	4	2	0 1	1 2	0 1	1 2	0 1	81471 122206	
0 1	0 0	0 0	8 12	6 9	6 9	2 3	1 2	3 4	3 4	1	17 26	11	24	54	4	16	5350	16	4	2	1 2	3 4	2 3	3 4	3 4	228588 342883	
3 4	0 0	2 3	3 4	8 12	4 7	4 6	0 0	0 1	3 4	0	2 3	11	25	48	2	26	4789	11	3	2	3 4	2 3	1 2	0 1	0 1	80000 120000	
0 1	0 0	1 2	6 9	2 3	0 1	3 4	1 2	6 9	0 1	1	18 27	20	38	77	5	43	7977	0	5	5	2 3	4 6	3 4	4 6	3 4	282251 423376	
0 0	1 2	0 1	0 1	5 8	4 7	4 6	3 4	2 3	3 4	0	6 9	11	19	32	2	16	2992	11	2	5	2 3	1 2	4 6	4 6	0 1	80000 120000	
0 1	0 1	2 3	0 1	3 4	2 3	2 3	2 3	4 6	0 1	1	16 24	38	72	160	7	31	15319	9	5	2	3 4	3 4	4 6	2 3	2 3	176711 265066	
0 0	0 1	0 1	0 1	6 9	4 7	0 1	1 2	5 8	1 2	1	24 36	9	12	21	1	1	3024	17	4	2	1 2	3 4	2 3	3 4	4 6	315440 473160	
3 4	0 0	3 4	6 9	1 2	1 2	0 0	3 4	1 2	3 4	0	11 16	44	87	179	10	9	18704	1	1	2	0 1	0 1	0 1	0 1	1 2	137514 206271	
1 2	0 1	2 3	6 9	3 4	8 12	0 0	0 0	3 4	2 3	1	23 34	27	45	110	5	17	10376	3	5	3	1 2	3 4	0 1	4 6	3 4	231141 346712	
3 4	0 1	1 2	1 2	5 8	3 4	1 2	1 2	4 7	2 3	1	20 31	10	39	49	2	32	6046	13	1	5	2 3	4 6	2 3	1 2	3 4	254502 381753	
0 1	3 4	2 3	7 10	1 2	3 4	2 3	2 3	5 8	1 2	0	4 6	14	23	75	2	29	5971	13	3	3	2 3	4 6	3 4	1 2	0 1	80000 120000	
0 0	0 1	2 3	1 2	4 7	2 3	0 1	0 0	5 8	3 4	1	16 25	33	74	126	6	12	13323	8	3	2	1 2	3 4	3 4	2 3	3 4	260391 390586	
1 2	0 1	0 1	4 6	8 12	3 4	2 3	0 0	4 6	3 4	1	20 31	10	10	44	2	18	3058	0	4	2	0 1	4 6	0 1	4 6	3 4	247096 370644	
0 0	0 1	0 1	6 9	4 7	3 4	0 0	3 4	0 1	0 1	1	24 36	11	29	27	2	18	3841	13	5	3	3 4	4 6	2 3	0 1	4 6	320000 480000	
0 1	2 3	0 0	6 9	6 9	4 7	4 6	3 4	0 1	4 6	0	4 7	25	62	135	7	36	11649	18	2	4	2 3	4 6	4 6	3 4	0 1	80000 120000	
3 4	0 0	1 2	4 7	5 8	4 7	2 3	1 2	5 8	2 3	0	1 2	14	35	76	4	8	5877	10	2	4	4 6	4 6	3 4	2 3	0 1	94792 142189	
1 2	0 0	0 1	0 1	1 2	6 9	3 4	3 4	4 7	2 3	0	4 7	46	97	179	9	2	19456	15	3	5	3 4	3 4	2 3	4 6	0 1	80000 120000	
3 4	1 2	0 1	7 10	6 9	4 7	1 2	3 4	0 1	2 3	1	15 22	13	26	58	2	21	5822	11	5	4	3 4	0 1	1 2	4 6	2 3	209028 313542	
1 2	0 1	3 4	1 2	1 2	2 3	3 4	3 4	3 4	1 2	0	8 12	43	80	173	7	22	16217	19	1	4	4 6	0 1	2 3	2 3	1 2	109924 164887	
0 0	2 3	0 1	4 7	4 7	4 7	0 0	2 3	5 8	4 6	0	6 9	14	27	54	3	27	4883	14	3	1	0 1	0 1	2 3	4 6	0 1	80000 120000	
0 0	3 4	0 1	3 4	5 8	0 1	2 3	1 2	1 2	1 2	0	8 13	50	96	190	9	38	19561	14	2	4	2 3	4 6	4 6	3 4	1 2	134610 201915	
0 0	0 1	1 2	7 10	6 9	5 8	0 1	3 4	4 7	4 6	1	16 24	15	25	46	2	42	4823	1	2	4	3 4	1 2	2 3	3 4	2 3	201959 302938	
1 2	3 4	1 2	8 12	1 2	7 10	3 4	0 0	1 2	2 3	0	6 9	40	76	170	8	30	16210	16	5	5	2 3	4 6	1 2	0 1	1 2	102526 153789	
2 3	3 4	0 0	1 2	4 6	5 8	0 1	1 2	1 2	2 3	0	3 4	40	77	173	9	48	17352	9	1	1	0 1	2 3	3 4	1 2	0 1	80000 120000	
1 2	3 4	0 1	1 2	5 8	1 2	0 0	2 3	0 1	0 1	1	20 30	44	74	144	9	4	15755	7	2	1	3 4	4 6	1 2	2 3	3 4	249556 374335	
0 1	1 2	2 3	3 4	4 7	4 7	0 1	3 4	1 2	2 3	0	12 18	0	14	22	0	36	912	10	3	5	3 4	4 6	3 4	4 6	1 2	127716 191575	
0 0	1 2	1 2	6 9	4 7	8 12	0 1	2 3	2 3	2 3	0	1 2	5	2	28	0	40	1122	14	1	4	1 2	4 6	2 3	2 3	0 1	80000 120000	
2 3	0 0	2 3	0 1	8 12	7 10	0 1	3 4	4 6	0 1	0	10 15	36	83	170	7	38	16244	14	5	4	1 2	1 2	0 1	2 3	1 2	118616 177924	
3 4	2 3	1 2	4 6	4 7	8 12	1 2	0 1	6 9	2 3	0	11 16	38	76	160	8	43	16859	14	2	1	0 1	4 6	4 6	0 1	1 2	106096 159145	
0 0	0 1	2 3	5 8	6 9	6 9	4 6	1 2	6 9	1 2	0	10 15	41	86	178	9	21	16679	12	4	3	4 6	3 4	2 3	0 1	1 2	131869 197804	
0 0	2 3	0 0	2 3	4 6	5 8	3 4	1 2	0 1	4 6	0	4 7	49	94	183	9	36	18398	17	4	2	4 6	1 2	1 2	2 3	0 1	80000 120000	
1 2	3 4	0 1	6 9	1 2	7 10	0 0	3 4	3 4	0 1	1	11 16	25	54	99	4	25	8971	2	4	3	0 1	2 3	4 6	2 3	2 3	206628 309942	
0 1	0 1	1 2	1 2	2 3	4 6	0 1	1 2	0 1	1 2	1	12 18	45	100	200	10	14	19849	14	4	5	4 6	2 3	1 2	4 6	2 3	218547 327820	
0 0	3 4	0 1	4 6	2 3	7 10	0 1	3 4	1 2	1 2	0	8 12	46	91	200	8	45	18407	2	2	1	1 2	0 1	1 2	0 1	1 2	142168 213252	
0 1	2 3	3 4	4 7	2 3	0 1	4 6	1 2	3 4	4 6	0	12 18	22	40	95	4	48	7985	4	2	5	1 2	2 3	0 1	3 4	1 2	116062 174093	
0 1	2 3	0 1	7 10	3 4	4 6	0 0	0 0	4 6	2 3	1	11 16	50	92	193	9	43	19543	3	3	4	1 2	3 4	0 1	0 1	2 3	176936 265405	
0 0	1 2	3 4	2 3	7 10	4 7	2 3	0 0	4 7	4 6	0	1 2	37	82	177	7	49	15748	2	1	5	1 2	2 3	0 1	4 6	0 1	80000 120000	
0 1	2 3	3 4	5 8	3 4	4 7	0 1	0 0	3 4	3 4	1	17 26	27	44	106	5	45	9064	5	3	2	0 1	2 3	0 1	2 3	3 4	247030 370545	
0 0	3 4	3 4	7 10	4 6	2 3	0 0	1 2	4 7	0 1	0	4 7	26	42	79	4	46	8760	9	4	2	4 6	0 1	2 3	4 6	0 1	80000 120000	
0 1	0 1	0 0	2 3	7 10	1 2	0 1	0 0	0 1	2 3	0	1 2	48	88	166	9	40	17343	20	5	2	3 4	1 2	3 4	2 3	0 1	80000 120000	
0 1	1 2	3 4	7 10	8 12	4 7	3 4	3 4	4 6	2 3	0	10 15	47	94	171	9	35	18842	20	4	5	3 4	2 3	3 4	1 2	1 2	155008 232512	
1 2	3 4	0 0	5 8	7 10	4 7	3 4	3 4	4 6	3 4	1	17 26	7	18	20	3	10	3808	4	3	1	4 6	2 3	3 4	3 4	3 4	248033 372050	
2 3	0 1	3 4	6 9	4 6	5 8	3 4	1 2	4 6	1 2	0	11 16	35	66	131	6	8	12706	9	5	4	2 3	0 1	1 2	2 3	1 2	151859 227788	
